project_id,sov_line_id,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,productivity_factor,key_assumptions
PRJ-2020-208,PRJ-2020-208-SOV-06,7008,473000,251000,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-208,PRJ-2020-208-SOV-07,6257,422300,0,1895100,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-208,PRJ-2020-208-SOV-08,5084,343100,0,1042400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-208,PRJ-2020-208-SOV-09,2338,157800,0,751400,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-208,PRJ-2020-208-SOV-10,10940,738400,308300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-208,PRJ-2020-208-SOV-11,4938,333300,133300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-208,PRJ-2020-208-SOV-12,4885,329700,0,0,423800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-208,PRJ-2020-208-SOV-13,4682,316000,0,0,355800,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-208,PRJ-2020-208-SOV-14,3080,207900,123800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-208,PRJ-2020-208-SOV-15,2118,142900,86100,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-209,PRJ-2020-209-SOV-01,10645,724600,430200,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-209,PRJ-2020-209-SOV-02,3440,234100,101800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-209,PRJ-2020-209-SOV-03,9927,675700,397300,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-209,PRJ-2020-209-SOV-04,19174,1305200,766400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-209,PRJ-2020-209-SOV-05,18026,1227100,544400,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-209,PRJ-2020-209-SOV-06,9209,626900,242400,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-209,PRJ-2020-209-SOV-07,6032,410600,0,1430000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-209,PRJ-2020-209-SOV-08,4482,305100,0,1246400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-209,PRJ-2020-209-SOV-09,2432,165500,0,730200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-209,PRJ-2020-209-SOV-10,9703,660500,385100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-209,PRJ-2020-209-SOV-11,4638,315700,203300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-209,PRJ-2020-209-SOV-12,5783,393600,0,0,471500,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-209,PRJ-2020-209-SOV-13,3379,230000,0,0,252100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-209,PRJ-2020-209-SOV-14,2580,175600,128500,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-209,PRJ-2020-209-SOV-15,1546,105200,44900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-210,PRJ-2020-210-SOV-01,12637,794900,397500,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-210,PRJ-2020-210-SOV-02,3106,195300,103100,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-210,PRJ-2020-210-SOV-03,16664,1048300,494000,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-210,PRJ-2020-210-SOV-04,17637,1109500,652400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-210,PRJ-2020-210-SOV-05,16205,1019400,528500,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-210,PRJ-2020-210-SOV-06,9180,577400,245600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-210,PRJ-2020-210-SOV-07,10703,673300,0,1893600,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-210,PRJ-2020-210-SOV-08,4215,265100,0,1091200,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-210,PRJ-2020-210-SOV-09,3383,212800,0,799300,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-210,PRJ-2020-210-SOV-10,8644,543700,243400,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-210,PRJ-2020-210-SOV-11,6234,392100,211100,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-210,PRJ-2020-210-SOV-12,9323,586400,0,0,645800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-210,PRJ-2020-210-SOV-13,3888,244500,0,0,341100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-210,PRJ-2020-210-SOV-14,3548,223100,111400,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-210,PRJ-2020-210-SOV-15,2201,138400,59200,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-211,PRJ-2020-211-SOV-01,25311,1497900,791800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-211,PRJ-2020-211-SOV-02,11754,695600,291800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-211,PRJ-2020-211-SOV-03,34932,2067300,1166100,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-211,PRJ-2020-211-SOV-04,36654,2169200,1036100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-211,PRJ-2020-211-SOV-05,30895,1828400,967300,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-211,PRJ-2020-211-SOV-06,21485,1271500,728000,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-211,PRJ-2020-211-SOV-07,20935,1238900,0,4568700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-211,PRJ-2020-211-SOV-08,7252,429100,0,1938600,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-211,PRJ-2020-211-SOV-09,13916,823500,0,2097300,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-211,PRJ-2020-211-SOV-10,37462,2217000,1327900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-211,PRJ-2020-211-SOV-11,18493,1094400,500200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-211,PRJ-2020-211-SOV-12,15806,935400,0,0,1262500,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-211,PRJ-2020-211-SOV-13,10882,644000,0,0,805700,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-211,PRJ-2020-211-SOV-14,8602,509000,195800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-211,PRJ-2020-211-SOV-15,5084,300800,166900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-212,PRJ-2020-212-SOV-01,22433,1512200,825700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-212,PRJ-2020-212-SOV-02,7571,510300,275400,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-212,PRJ-2020-212-SOV-03,25664,1730000,752700,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-212,PRJ-2020-212-SOV-04,34138,2301300,868800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-212,PRJ-2020-212-SOV-05,29323,1976700,824700,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-212,PRJ-2020-212-SOV-06,15203,1024800,512300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-212,PRJ-2020-212-SOV-07,18503,1247300,0,3969800,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-212,PRJ-2020-212-SOV-08,12314,830100,0,2250800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-212,PRJ-2020-212-SOV-09,6181,416600,0,1997500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-212,PRJ-2020-212-SOV-10,19232,1296400,854400,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-212,PRJ-2020-212-SOV-11,14207,957700,642100,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-212,PRJ-2020-212-SOV-12,15937,1074300,0,0,1481700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-212,PRJ-2020-212-SOV-13,10801,728100,0,0,903200,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-212,PRJ-2020-212-SOV-14,9783,659400,306700,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-212,PRJ-2020-212-SOV-15,3926,264600,127900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-213,PRJ-2020-213-SOV-01,2368,160700,106000,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-213,PRJ-2020-213-SOV-02,944,64000,40700,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-213,PRJ-2020-213-SOV-03,3252,220700,115400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-213,PRJ-2020-213-SOV-04,3288,223100,161400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-213,PRJ-2020-213-SOV-05,2788,189200,112000,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-213,PRJ-2020-213-SOV-06,1740,118000,63600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-213,PRJ-2020-213-SOV-07,1400,95000,0,382500,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-213,PRJ-2020-213-SOV-08,580,39300,0,184100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-213,PRJ-2020-213-SOV-09,1025,69500,0,209500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-213,PRJ-2020-213-SOV-10,2643,179300,100300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-213,PRJ-2020-213-SOV-11,908,61600,43900,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-213,PRJ-2020-213-SOV-12,1574,106800,0,0,118700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-213,PRJ-2020-213-SOV-13,990,67100,0,0,90400,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-213,PRJ-2020-213-SOV-14,660,44700,21000,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-213,PRJ-2020-213-SOV-15,394,26700,12600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-214,PRJ-2020-214-SOV-01,7979,484800,303100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-214,PRJ-2020-214-SOV-02,2567,155900,76400,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-214,PRJ-2020-214-SOV-03,9432,573100,328500,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-214,PRJ-2020-214-SOV-04,16345,993200,573000,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-214,PRJ-2020-214-SOV-05,10516,639000,385600,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-214,PRJ-2020-214-SOV-06,6100,370600,213800,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-214,PRJ-2020-214-SOV-07,4955,301000,0,1402000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-214,PRJ-2020-214-SOV-08,4188,254400,0,747300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-214,PRJ-2020-214-SOV-09,2922,177500,0,646900,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-214,PRJ-2020-214-SOV-10,6841,415600,223300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-214,PRJ-2020-214-SOV-11,4351,264300,165300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-214,PRJ-2020-214-SOV-12,7103,431600,0,0,524800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-214,PRJ-2020-214-SOV-13,3758,228300,0,0,250600,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-214,PRJ-2020-214-SOV-14,3166,192300,85900,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-214,PRJ-2020-214-SOV-15,2084,126600,85200,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-215,PRJ-2020-215-SOV-01,20352,1297600,639800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-215,PRJ-2020-215-SOV-02,8024,511600,273600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-215,PRJ-2020-215-SOV-03,20907,1333000,591700,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-215,PRJ-2020-215-SOV-04,27107,1728300,1220400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-215,PRJ-2020-215-SOV-05,23564,1502400,759700,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-215,PRJ-2020-215-SOV-06,13535,863000,455800,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-215,PRJ-2020-215-SOV-07,18531,1181500,0,3316100,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-215,PRJ-2020-215-SOV-08,8347,532200,0,1833200,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-215,PRJ-2020-215-SOV-09,8774,559400,0,1462000,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-215,PRJ-2020-215-SOV-10,13756,877100,596600,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-215,PRJ-2020-215-SOV-11,8288,528400,230900,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-215,PRJ-2020-215-SOV-12,11779,751000,0,0,845500,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-215,PRJ-2020-215-SOV-13,4829,307900,0,0,397500,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-215,PRJ-2020-215-SOV-14,5671,361500,220400,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-215,PRJ-2020-215-SOV-15,3583,228400,115600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-216,PRJ-2020-216-SOV-01,36896,2256800,1467000,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-216,PRJ-2020-216-SOV-02,10531,644100,281700,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-216,PRJ-2020-216-SOV-03,40973,2506100,1688700,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-216,PRJ-2020-216-SOV-04,62157,3801900,2536900,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-216,PRJ-2020-216-SOV-05,59933,3665900,1479700,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-216,PRJ-2020-216-SOV-06,30692,1877300,845900,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-216,PRJ-2020-216-SOV-07,29407,1798700,0,4671500,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-216,PRJ-2020-216-SOV-08,14477,885500,0,4028800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-216,PRJ-2020-216-SOV-09,10445,638800,0,2374600,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-216,PRJ-2020-216-SOV-10,36487,2231700,1316300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-216,PRJ-2020-216-SOV-11,26842,1641800,948100,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-216,PRJ-2020-216-SOV-12,19711,1205600,0,0,1573500,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-216,PRJ-2020-216-SOV-13,12665,774600,0,0,936100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-216,PRJ-2020-216-SOV-14,10952,669800,351500,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-216,PRJ-2020-216-SOV-15,8375,512200,257200,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-217,PRJ-2020-217-SOV-01,2304,153000,114100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-217,PRJ-2020-217-SOV-02,1447,96100,40200,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-217,PRJ-2020-217-SOV-03,3108,206400,89800,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-217,PRJ-2020-217-SOV-04,5246,348400,189400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-217,PRJ-2020-217-SOV-05,3700,245700,116900,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-217,PRJ-2020-217-SOV-06,1699,112800,73500,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-217,PRJ-2020-217-SOV-07,2964,196800,0,516900,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-217,PRJ-2020-217-SOV-08,1090,72300,0,311800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-217,PRJ-2020-217-SOV-09,827,54900,0,254500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-217,PRJ-2020-217-SOV-10,3550,235700,126000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-217,PRJ-2020-217-SOV-11,2174,144400,59200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-217,PRJ-2020-217-SOV-12,2155,143100,0,0,184100,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-217,PRJ-2020-217-SOV-13,1176,78100,0,0,93400,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-217,PRJ-2020-217-SOV-14,777,51600,32900,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-217,PRJ-2020-217-SOV-15,709,47000,26100,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-218,PRJ-2020-218-SOV-01,5774,353300,193500,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-218,PRJ-2020-218-SOV-02,2910,178100,99800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-218,PRJ-2020-218-SOV-03,10306,630700,447800,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-218,PRJ-2020-218-SOV-04,13573,830700,332600,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-218,PRJ-2020-218-SOV-05,11190,684800,336600,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-218,PRJ-2020-218-SOV-06,5125,313600,123700,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-218,PRJ-2020-218-SOV-07,3693,226000,0,986800,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-218,PRJ-2020-218-SOV-08,2382,145700,0,761100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-218,PRJ-2020-218-SOV-09,2829,173100,0,740100,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-218,PRJ-2020-218-SOV-10,10841,663500,321100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-218,PRJ-2020-218-SOV-11,4137,253200,120900,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-218,PRJ-2020-218-SOV-12,5619,343900,0,0,420700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-218,PRJ-2020-218-SOV-13,2035,124500,0,0,176700,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-218,PRJ-2020-218-SOV-14,2135,130600,72800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-218,PRJ-2020-218-SOV-15,1171,71600,32300,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-219,PRJ-2020-219-SOV-01,16005,1003100,541900,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-219,PRJ-2020-219-SOV-02,9125,571900,332600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-219,PRJ-2020-219-SOV-03,21187,1327900,889900,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-219,PRJ-2020-219-SOV-04,29584,1854200,935400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-219,PRJ-2020-219-SOV-05,23639,1481600,948000,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-219,PRJ-2020-219-SOV-06,14844,930300,569300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-219,PRJ-2020-219-SOV-07,11177,700500,0,3593800,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-219,PRJ-2020-219-SOV-08,7607,476700,0,1609500,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-219,PRJ-2020-219-SOV-09,10265,643300,0,2035400,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-219,PRJ-2020-219-SOV-10,17747,1112300,458800,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-219,PRJ-2020-219-SOV-11,13080,819800,465200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-219,PRJ-2020-219-SOV-12,11357,711800,0,0,946800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-219,PRJ-2020-219-SOV-13,10406,652200,0,0,717900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-219,PRJ-2020-219-SOV-14,7412,464500,275900,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-219,PRJ-2020-219-SOV-15,3388,212300,78000,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-220,PRJ-2020-220-SOV-01,9566,604000,431700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-220,PRJ-2020-220-SOV-02,3250,205200,133000,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-220,PRJ-2020-220-SOV-03,16481,1040600,708900,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-220,PRJ-2020-220-SOV-04,19453,1228300,796500,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-220,PRJ-2020-220-SOV-05,15559,982400,568200,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-220,PRJ-2020-220-SOV-06,7377,465800,319900,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-220,PRJ-2020-220-SOV-07,9971,629500,0,1944700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-220,PRJ-2020-220-SOV-08,6105,385400,0,1432400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-220,PRJ-2020-220-SOV-09,3349,211400,0,752500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-220,PRJ-2020-220-SOV-10,14573,920100,607100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-220,PRJ-2020-220-SOV-11,6073,383400,215000,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-220,PRJ-2020-220-SOV-12,8468,534600,0,0,608000,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-220,PRJ-2020-220-SOV-13,3215,203000,0,0,253100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-220,PRJ-2020-220-SOV-14,3136,198000,94400,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-220,PRJ-2020-220-SOV-15,2343,147900,72000,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-221,PRJ-2020-221-SOV-01,9772,629200,305700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-221,PRJ-2020-221-SOV-02,4382,282100,139400,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-221,PRJ-2020-221-SOV-03,15122,973700,390200,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-221,PRJ-2020-221-SOV-04,16048,1033400,430500,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-221,PRJ-2020-221-SOV-05,10769,693400,520600,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-221,PRJ-2020-221-SOV-06,5965,384100,145600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-221,PRJ-2020-221-SOV-07,3989,256800,0,1285100,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2020-221,PRJ-2020-221-SOV-08,4602,296300,0,895700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2020-221,PRJ-2020-221-SOV-09,3591,231200,0,754000,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2020-221,PRJ-2020-221-SOV-10,11779,758500,479900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2020-221,PRJ-2020-221-SOV-11,4541,292400,127200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2020-221,PRJ-2020-221-SOV-12,7577,487900,0,0,591000,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2020-221,PRJ-2020-221-SOV-13,4986,321000,0,0,368300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2020-221,PRJ-2020-221-SOV-14,3198,205900,117600,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2020-221,PRJ-2020-221-SOV-15,1794,115500,52500,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2020-222,PRJ-2020-222-SOV-01,8986,533500,235400,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2020-222,PRJ-2020-222-SOV-02,2869,170300,127300,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2020-222,PRJ-2020-222-SOV-03,9191,545700,357700,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2020-222,PRJ-2020-222-SOV-04,10882,646100,430800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2020-222,PRJ-2020-222-SOV-05,8356,496100,210500,0,0,0.9,Copper pricing based on current market rates
PRJ-2020-222,PRJ-2020-222-SOV-06,5906,350600,182600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2020-222,PRJ-2020-222-SOV-07,5538,328800,0,868600,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
