project_id,co_number,date_submitted,reason_category,description,amount,status,related_rfi,affected_sov_lines,labor_hours_impact,schedule_impact_days,submitted_by,approved_by
PRJ-2020-193,CO-013,2021-02-04,Design Error,Drawings showed incorrect duct size - field correction required,220400,Approved,,"['PRJ-2020-193-SOV-15', 'PRJ-2020-193-SOV-11', 'PRJ-2020-193-SOV-09']",98,0,J. Martinez,
PRJ-2020-193,CO-010,2021-02-12,Acceleration,Premium time to maintain schedule,71100,Approved,,['PRJ-2020-193-SOV-07'],164,0,K. Thompson,Owner Rep
PRJ-2020-193,CO-018,2021-02-26,Code Compliance,Inspector required additional smoke detectors,171500,Approved,RFI-024,['PRJ-2020-193-SOV-11'],53,0,R. Williams,Owner Rep
PRJ-2020-193,CO-009,2021-04-11,Unforeseen Condition,Discovered abandoned piping not shown on documents,227300,Approved,,['PRJ-2020-193-SOV-04'],165,0,K. Thompson,Owner Rep
PRJ-2020-193,CO-011,2021-06-17,Value Engineering,Substitution approved: Carrier RTU to steel piping,-49200,Approved,RFI-004,"['PRJ-2020-193-SOV-12', 'PRJ-2020-193-SOV-10']",-25,0,J. Martinez,Owner Rep
PRJ-2020-193,CO-017,2021-06-21,Owner Request,Added controls points per owner directive,475600,Approved,,['PRJ-2020-193-SOV-07'],56,0,R. Williams,Owner Rep
PRJ-2020-193,CO-014,2021-07-12,Acceleration,Premium time to maintain schedule,217200,Approved,RFI-023,"['PRJ-2020-193-SOV-05', 'PRJ-2020-193-SOV-12']",9,0,K. Thompson,Owner Rep
PRJ-2020-193,CO-015,2021-08-11,Unforeseen Condition,Discovered existing ductwork not shown on documents,174700,Approved,,['PRJ-2020-193-SOV-08'],103,0,J. Martinez,Owner Rep
PRJ-2020-193,CO-020,2021-09-03,Unforeseen Condition,Discovered existing ductwork not shown on documents,352300,Approved,RFI-011,['PRJ-2020-193-SOV-03'],153,14,J. Martinez,
PRJ-2020-193,CO-012,2021-09-05,Code Compliance,Inspector required access panels,369400,Approved,RFI-011,"['PRJ-2020-193-SOV-13', 'PRJ-2020-193-SOV-07', 'PRJ-2020-193-SOV-10']",49,5,J. Martinez,Owner Rep
PRJ-2020-193,CO-004,2021-09-07,Unforeseen Condition,Discovered existing ductwork not shown on documents,368700,Rejected,RFI-001,['PRJ-2020-193-SOV-14'],102,14,R. Williams,Owner Rep
PRJ-2020-193,CO-002,2022-01-20,Coordination,Rerouting required due to electrical conflict,298900,Rejected,,"['PRJ-2020-193-SOV-10', 'PRJ-2020-193-SOV-09']",197,14,J. Martinez,Project Manager
PRJ-2020-193,CO-007,2022-04-05,Design Error,Drawings showed incorrect equipment clearance - field correction required,176900,Approved,RFI-020,"['PRJ-2020-193-SOV-13', 'PRJ-2020-193-SOV-11']",76,0,J. Martinez,
PRJ-2020-194,CO-001,2020-04-10,Unforeseen Condition,Discovered structural conflict not shown on documents,106000,Approved,RFI-024,"['PRJ-2020-194-SOV-14', 'PRJ-2020-194-SOV-15']",23,7,R. Williams,Project Manager
PRJ-2020-194,CO-004,2020-04-12,Owner Request,Added exhaust fan per owner directive,686400,Rejected,,"['PRJ-2020-194-SOV-09', 'PRJ-2020-194-SOV-13']",168,14,K. Thompson,Project Manager
PRJ-2020-194,CO-006,2020-04-20,Coordination,Rerouting required due to fire protection conflict,256300,Rejected,,"['PRJ-2020-194-SOV-02', 'PRJ-2020-194-SOV-09', 'PRJ-2020-194-SOV-13']",159,5,R. Williams,
PRJ-2020-194,CO-005,2020-05-05,Unforeseen Condition,Discovered abandoned piping not shown on documents,281800,Approved,RFI-005,"['PRJ-2020-194-SOV-01', 'PRJ-2020-194-SOV-04']",178,0,J. Martinez,Owner Rep
PRJ-2020-194,CO-003,2020-06-25,Acceleration,Premium time to maintain schedule,311100,Approved,,['PRJ-2020-194-SOV-07'],30,7,R. Williams,Owner Rep
PRJ-2020-194,CO-002,2020-07-26,Code Compliance,Inspector required fire dampers,331500,Approved,,"['PRJ-2020-194-SOV-14', 'PRJ-2020-194-SOV-07', 'PRJ-2020-194-SOV-10']",18,0,K. Thompson,Owner Rep
PRJ-2020-195,CO-011,2020-05-19,Unforeseen Condition,Discovered abandoned piping not shown on documents,328200,Approved,RFI-004,['PRJ-2020-195-SOV-05'],29,0,J. Martinez,
PRJ-2020-195,CO-018,2020-05-29,Coordination,Rerouting required due to fire protection conflict,227600,Rejected,,['PRJ-2020-195-SOV-01'],20,14,R. Williams,Project Manager
PRJ-2020-195,CO-015,2020-06-01,Acceleration,Premium time to maintain schedule,96600,Rejected,,['PRJ-2020-195-SOV-02'],172,5,K. Thompson,
PRJ-2020-195,CO-010,2020-06-09,Code Compliance,Inspector required additional smoke detectors,134100,Approved,RFI-019,"['PRJ-2020-195-SOV-13', 'PRJ-2020-195-SOV-10', 'PRJ-2020-195-SOV-12']",189,5,K. Thompson,Project Manager
PRJ-2020-195,CO-014,2020-06-14,Value Engineering,Substitution approved: Trane chiller to steel piping,-82800,Rejected,,"['PRJ-2020-195-SOV-06', 'PRJ-2020-195-SOV-10', 'PRJ-2020-195-SOV-12']",-44,0,R. Williams,Project Manager
PRJ-2020-195,CO-001,2020-06-15,Owner Request,Added exhaust fan per owner directive,385600,Approved,,"['PRJ-2020-195-SOV-12', 'PRJ-2020-195-SOV-03', 'PRJ-2020-195-SOV-15']",110,5,K. Thompson,
PRJ-2020-195,CO-004,2020-08-20,Unforeseen Condition,Discovered asbestos insulation not shown on documents,191900,Rejected,RFI-002,"['PRJ-2020-195-SOV-04', 'PRJ-2020-195-SOV-08', 'PRJ-2020-195-SOV-07']",56,0,K. Thompson,
PRJ-2020-195,CO-002,2020-08-30,Unforeseen Condition,Discovered abandoned piping not shown on documents,198400,Approved,,"['PRJ-2020-195-SOV-04', 'PRJ-2020-195-SOV-03']",160,0,J. Martinez,Project Manager
PRJ-2020-195,CO-017,2020-09-20,Scope Gap,Work not clearly defined in bid documents,585300,Approved,,['PRJ-2020-195-SOV-12'],159,0,J. Martinez,Owner Rep
PRJ-2020-195,CO-007,2020-10-01,Owner Request,Added exhaust fan per owner directive,310900,Approved,RFI-002,"['PRJ-2020-195-SOV-07', 'PRJ-2020-195-SOV-13']",164,0,K. Thompson,
PRJ-2020-195,CO-006,2020-11-11,Unforeseen Condition,Discovered asbestos insulation not shown on documents,71600,Approved,RFI-016,"['PRJ-2020-195-SOV-03', 'PRJ-2020-195-SOV-02', 'PRJ-2020-195-SOV-12']",120,14,R. Williams,
PRJ-2020-195,CO-012,2020-11-23,Design Error,Drawings showed incorrect pipe elevation - field correction required,236100,Approved,,"['PRJ-2020-195-SOV-09', 'PRJ-2020-195-SOV-04', 'PRJ-2020-195-SOV-14']",161,7,K. Thompson,Project Manager
PRJ-2020-195,CO-016,2020-12-02,Design Error,Drawings showed incorrect pipe elevation - field correction required,415400,Approved,RFI-025,"['PRJ-2020-195-SOV-02', 'PRJ-2020-195-SOV-05', 'PRJ-2020-195-SOV-14']",135,5,J. Martinez,Project Manager
PRJ-2020-195,CO-003,2020-12-09,Unforeseen Condition,Discovered abandoned piping not shown on documents,241200,Approved,,"['PRJ-2020-195-SOV-10', 'PRJ-2020-195-SOV-04']",99,5,K. Thompson,Owner Rep
PRJ-2020-195,CO-009,2021-03-06,Owner Request,Added controls points per owner directive,257600,Approved,,"['PRJ-2020-195-SOV-03', 'PRJ-2020-195-SOV-11']",141,7,J. Martinez,Owner Rep
PRJ-2020-195,CO-005,2021-03-26,Scope Gap,Work not clearly defined in bid documents,90600,Rejected,,"['PRJ-2020-195-SOV-02', 'PRJ-2020-195-SOV-06']",144,0,K. Thompson,Project Manager
PRJ-2020-195,CO-013,2021-04-06,Value Engineering,Substitution approved: Carrier RTU to York chiller,-184000,Approved,RFI-024,['PRJ-2020-195-SOV-06'],-54,0,J. Martinez,
PRJ-2020-195,CO-008,2021-04-16,Scope Gap,Work not clearly defined in bid documents,236200,Approved,,"['PRJ-2020-195-SOV-13', 'PRJ-2020-195-SOV-11']",87,2,J. Martinez,Owner Rep
PRJ-2020-196,CO-007,2020-04-18,Scope Gap,Work not clearly defined in bid documents,615400,Rejected,RFI-021,"['PRJ-2020-196-SOV-12', 'PRJ-2020-196-SOV-11', 'PRJ-2020-196-SOV-13']",89,0,R. Williams,Project Manager
PRJ-2020-196,CO-011,2020-05-02,Scope Gap,Work not clearly defined in bid documents,424100,Rejected,,"['PRJ-2020-196-SOV-06', 'PRJ-2020-196-SOV-02', 'PRJ-2020-196-SOV-15']",79,0,J. Martinez,Project Manager
PRJ-2020-196,CO-006,2020-05-03,Scope Gap,Work not clearly defined in bid documents,281800,Approved,,['PRJ-2020-196-SOV-03'],76,5,K. Thompson,
PRJ-2020-196,CO-010,2020-06-07,Acceleration,Premium time to maintain schedule,219600,Approved,RFI-019,"['PRJ-2020-196-SOV-12', 'PRJ-2020-196-SOV-06', 'PRJ-2020-196-SOV-11']",175,2,K. Thompson,Project Manager
PRJ-2020-196,CO-008,2020-07-17,Unforeseen Condition,Discovered asbestos insulation not shown on documents,502900,Approved,,['PRJ-2020-196-SOV-10'],49,14,J. Martinez,Project Manager
PRJ-2020-196,CO-015,2020-10-06,Owner Request,Added chilled water piping per owner directive,1025200,Rejected,,"['PRJ-2020-196-SOV-13', 'PRJ-2020-196-SOV-15']",87,0,R. Williams,
PRJ-2020-196,CO-005,2020-11-13,Coordination,Rerouting required due to structural conflict,167100,Approved,,"['PRJ-2020-196-SOV-01', 'PRJ-2020-196-SOV-05', 'PRJ-2020-196-SOV-02']",52,14,R. Williams,
PRJ-2020-196,CO-003,2020-12-21,Design Error,Drawings showed incorrect equipment clearance - field correction required,635000,Approved,,"['PRJ-2020-196-SOV-05', 'PRJ-2020-196-SOV-04']",149,0,R. Williams,
PRJ-2020-196,CO-013,2021-02-09,Value Engineering,Substitution approved: copper piping to steel piping,-383800,Rejected,RFI-018,"['PRJ-2020-196-SOV-11', 'PRJ-2020-196-SOV-14']",-25,0,K. Thompson,Project Manager
PRJ-2020-196,CO-004,2021-02-15,Unforeseen Condition,Discovered structural conflict not shown on documents,708700,Approved,,"['PRJ-2020-196-SOV-14', 'PRJ-2020-196-SOV-13']",88,5,R. Williams,Owner Rep
PRJ-2020-196,CO-002,2021-03-31,Code Compliance,Inspector required access panels,146600,Approved,RFI-004,"['PRJ-2020-196-SOV-15', 'PRJ-2020-196-SOV-10']",129,0,R. Williams,
PRJ-2020-196,CO-009,2021-04-06,Code Compliance,Inspector required fire dampers,476800,Approved,RFI-006,['PRJ-2020-196-SOV-03'],33,2,J. Martinez,Project Manager
PRJ-2020-196,CO-017,2021-04-10,Value Engineering,Substitution approved: Trane chiller to Daikin RTU,-235400,Approved,RFI-016,['PRJ-2020-196-SOV-13'],-19,0,K. Thompson,
PRJ-2020-196,CO-012,2021-06-09,Owner Request,Added exhaust fan per owner directive,794700,Rejected,,"['PRJ-2020-196-SOV-11', 'PRJ-2020-196-SOV-10', 'PRJ-2020-196-SOV-09']",102,2,K. Thompson,
PRJ-2020-196,CO-001,2021-06-23,Owner Request,Added controls points per owner directive,1359400,Approved,RFI-017,['PRJ-2020-196-SOV-09'],85,0,K. Thompson,
PRJ-2020-196,CO-014,2021-08-21,Coordination,Rerouting required due to plumbing conflict,165200,Approved,RFI-013,"['PRJ-2020-196-SOV-01', 'PRJ-2020-196-SOV-09', 'PRJ-2020-196-SOV-05']",121,0,K. Thompson,
PRJ-2020-196,CO-016,2021-08-22,Code Compliance,Inspector required additional smoke detectors,370800,Approved,RFI-029,['PRJ-2020-196-SOV-08'],51,14,J. Martinez,Project Manager
PRJ-2020-197,CO-001,2020-06-06,Code Compliance,Inspector required seismic upgrades,13400,Approved,RFI-003,"['PRJ-2020-197-SOV-03', 'PRJ-2020-197-SOV-14', 'PRJ-2020-197-SOV-10']",101,14,R. Williams,Project Manager
PRJ-2020-197,CO-006,2020-06-23,Value Engineering,Substitution approved: Carrier RTU to steel piping,-10500,Rejected,RFI-009,"['PRJ-2020-197-SOV-03', 'PRJ-2020-197-SOV-08']",-48,0,K. Thompson,Owner Rep
PRJ-2020-197,CO-007,2020-08-07,Value Engineering,Substitution approved: Trane chiller to York chiller,-19400,Rejected,,"['PRJ-2020-197-SOV-06', 'PRJ-2020-197-SOV-03']",-82,0,K. Thompson,
PRJ-2020-197,CO-004,2020-09-10,Owner Request,Added controls points per owner directive,59900,Approved,RFI-020,"['PRJ-2020-197-SOV-01', 'PRJ-2020-197-SOV-02']",87,5,K. Thompson,Owner Rep
PRJ-2020-197,CO-003,2020-09-11,Design Error,Drawings showed incorrect pipe elevation - field correction required,6500,Approved,RFI-021,['PRJ-2020-197-SOV-01'],101,14,J. Martinez,Owner Rep
PRJ-2020-197,CO-002,2020-09-22,Acceleration,Premium time to maintain schedule,24200,Approved,,"['PRJ-2020-197-SOV-10', 'PRJ-2020-197-SOV-09']",124,0,J. Martinez,
PRJ-2020-197,CO-005,2020-10-01,Coordination,Rerouting required due to fire protection conflict,30200,Approved,,"['PRJ-2020-197-SOV-08', 'PRJ-2020-197-SOV-02']",83,2,R. Williams,
PRJ-2020-197,CO-008,2020-11-12,Scope Gap,Work not clearly defined in bid documents,100400,Approved,RFI-025,"['PRJ-2020-197-SOV-12', 'PRJ-2020-197-SOV-07']",11,5,K. Thompson,Owner Rep
PRJ-2020-198,CO-008,2020-06-06,Acceleration,Premium time to maintain schedule,128400,Rejected,,"['PRJ-2020-198-SOV-04', 'PRJ-2020-198-SOV-03']",168,0,R. Williams,Project Manager
PRJ-2020-198,CO-011,2020-07-13,Code Compliance,Inspector required access panels,122700,Approved,RFI-011,['PRJ-2020-198-SOV-13'],69,0,R. Williams,Owner Rep
PRJ-2020-198,CO-003,2020-08-14,Design Error,Drawings showed incorrect pipe elevation - field correction required,128100,Approved,RFI-029,"['PRJ-2020-198-SOV-04', 'PRJ-2020-198-SOV-05']",29,0,K. Thompson,Owner Rep
PRJ-2020-198,CO-005,2020-10-29,Acceleration,Premium time to maintain schedule,191300,Approved,RFI-029,"['PRJ-2020-198-SOV-11', 'PRJ-2020-198-SOV-12', 'PRJ-2020-198-SOV-10']",117,7,J. Martinez,
PRJ-2020-198,CO-004,2020-11-18,Unforeseen Condition,Discovered abandoned piping not shown on documents,113800,Approved,,"['PRJ-2020-198-SOV-08', 'PRJ-2020-198-SOV-12']",192,14,R. Williams,Owner Rep
PRJ-2020-198,CO-012,2020-12-10,Unforeseen Condition,Discovered asbestos insulation not shown on documents,79900,Approved,RFI-001,"['PRJ-2020-198-SOV-09', 'PRJ-2020-198-SOV-11']",132,5,R. Williams,Owner Rep
PRJ-2020-198,CO-001,2021-01-01,Code Compliance,Inspector required fire dampers,139200,Approved,RFI-012,['PRJ-2020-198-SOV-04'],54,7,J. Martinez,Project Manager
PRJ-2020-198,CO-002,2021-01-04,Unforeseen Condition,Discovered abandoned piping not shown on documents,55200,Rejected,RFI-025,['PRJ-2020-198-SOV-07'],162,14,J. Martinez,
PRJ-2020-198,CO-010,2021-01-04,Scope Gap,Work not clearly defined in bid documents,197500,Rejected,RFI-019,"['PRJ-2020-198-SOV-13', 'PRJ-2020-198-SOV-11', 'PRJ-2020-198-SOV-05']",117,0,J. Martinez,
PRJ-2020-198,CO-006,2021-01-20,Owner Request,Added exhaust fan per owner directive,209400,Approved,RFI-014,"['PRJ-2020-198-SOV-01', 'PRJ-2020-198-SOV-08', 'PRJ-2020-198-SOV-04']",28,0,K. Thompson,Project Manager
PRJ-2020-198,CO-009,2021-02-13,Unforeseen Condition,Discovered existing ductwork not shown on documents,235300,Approved,RFI-020,['PRJ-2020-198-SOV-11'],51,2,J. Martinez,
PRJ-2020-198,CO-007,2021-04-04,Design Error,Drawings showed incorrect duct size - field correction required,72700,Approved,,"['PRJ-2020-198-SOV-10', 'PRJ-2020-198-SOV-09']",15,7,R. Williams,Owner Rep
PRJ-2020-199,CO-005,2020-03-14,Scope Gap,Work not clearly defined in bid documents,94800,Approved,RFI-018,"['PRJ-2020-199-SOV-05', 'PRJ-2020-199-SOV-01']",148,0,R. Williams,Owner Rep
PRJ-2020-199,CO-002,2020-04-29,Code Compliance,Inspector required fire dampers,292000,Approved,,"['PRJ-2020-199-SOV-06', 'PRJ-2020-199-SOV-14', 'PRJ-2020-199-SOV-08']",80,0,J. Martinez,Project Manager
PRJ-2020-199,CO-006,2020-06-23,Unforeseen Condition,Discovered existing ductwork not shown on documents,336400,Rejected,,"['PRJ-2020-199-SOV-14', 'PRJ-2020-199-SOV-07']",134,0,J. Martinez,Owner Rep
PRJ-2020-199,CO-003,2021-01-19,Unforeseen Condition,Discovered structural conflict not shown on documents,272500,Approved,,"['PRJ-2020-199-SOV-06', 'PRJ-2020-199-SOV-05']",139,5,J. Martinez,Owner Rep
PRJ-2020-199,CO-004,2021-02-07,Scope Gap,Work not clearly defined in bid documents,530500,Rejected,RFI-028,"['PRJ-2020-199-SOV-06', 'PRJ-2020-199-SOV-08', 'PRJ-2020-199-SOV-07']",120,0,R. Williams,Project Manager
PRJ-2020-199,CO-001,2021-03-01,Design Error,Drawings showed incorrect duct size - field correction required,54300,Approved,RFI-005,"['PRJ-2020-199-SOV-09', 'PRJ-2020-199-SOV-14', 'PRJ-2020-199-SOV-07']",199,0,J. Martinez,Project Manager
PRJ-2020-200,CO-006,2020-02-09,Owner Request,Added chilled water piping per owner directive,121700,Approved,,"['PRJ-2020-200-SOV-14', 'PRJ-2020-200-SOV-07']",93,0,R. Williams,Project Manager
PRJ-2020-200,CO-004,2020-02-12,Scope Gap,Work not clearly defined in bid documents,167400,Approved,RFI-007,"['PRJ-2020-200-SOV-02', 'PRJ-2020-200-SOV-06', 'PRJ-2020-200-SOV-12']",65,0,R. Williams,Project Manager
PRJ-2020-200,CO-003,2020-03-13,Owner Request,Added VAV boxes per owner directive,161000,Approved,RFI-001,"['PRJ-2020-200-SOV-04', 'PRJ-2020-200-SOV-01', 'PRJ-2020-200-SOV-13']",43,14,J. Martinez,Project Manager
PRJ-2020-200,CO-002,2020-03-26,Code Compliance,Inspector required additional smoke detectors,86500,Approved,RFI-018,"['PRJ-2020-200-SOV-11', 'PRJ-2020-200-SOV-02']",10,0,K. Thompson,Project Manager
PRJ-2020-200,CO-005,2020-04-23,Acceleration,Premium time to maintain schedule,33000,Approved,RFI-024,"['PRJ-2020-200-SOV-15', 'PRJ-2020-200-SOV-03', 'PRJ-2020-200-SOV-06']",130,0,R. Williams,Owner Rep
PRJ-2020-200,CO-007,2020-10-05,Acceleration,Premium time to maintain schedule,52900,Rejected,,"['PRJ-2020-200-SOV-10', 'PRJ-2020-200-SOV-06']",177,0,K. Thompson,
PRJ-2020-200,CO-001,2020-10-13,Owner Request,Added exhaust fan per owner directive,120900,Approved,RFI-002,"['PRJ-2020-200-SOV-13', 'PRJ-2020-200-SOV-03']",147,0,R. Williams,Owner Rep
PRJ-2020-201,CO-003,2020-03-11,Code Compliance,Inspector required fire dampers,791300,Approved,,['PRJ-2020-201-SOV-14'],50,5,J. Martinez,Owner Rep
PRJ-2020-201,CO-011,2020-04-27,Code Compliance,Inspector required access panels,834100,Rejected,,"['PRJ-2020-201-SOV-03', 'PRJ-2020-201-SOV-15', 'PRJ-2020-201-SOV-01']",16,0,R. Williams,Owner Rep
PRJ-2020-201,CO-008,2020-05-02,Owner Request,Added chilled water piping per owner directive,669000,Approved,RFI-020,['PRJ-2020-201-SOV-14'],58,5,J. Martinez,Owner Rep
PRJ-2020-201,CO-001,2020-06-07,Acceleration,Premium time to maintain schedule,179000,Approved,,"['PRJ-2020-201-SOV-07', 'PRJ-2020-201-SOV-13']",64,14,J. Martinez,Owner Rep
PRJ-2020-201,CO-013,2020-06-12,Acceleration,Premium time to maintain schedule,251200,Rejected,RFI-001,"['PRJ-2020-201-SOV-04', 'PRJ-2020-201-SOV-03']",150,0,K. Thompson,Project Manager
PRJ-2020-201,CO-004,2020-07-12,Acceleration,Premium time to maintain schedule,1018400,Approved,,['PRJ-2020-201-SOV-15'],47,0,K. Thompson,Owner Rep
PRJ-2020-201,CO-012,2020-07-13,Coordination,Rerouting required due to structural conflict,983100,Approved,RFI-019,"['PRJ-2020-201-SOV-01', 'PRJ-2020-201-SOV-04', 'PRJ-2020-201-SOV-03']",52,2,K. Thompson,Owner Rep
PRJ-2020-201,CO-014,2020-08-20,Value Engineering,Substitution approved: Trane chiller to steel piping,-96900,Approved,,"['PRJ-2020-201-SOV-14', 'PRJ-2020-201-SOV-03']",-97,0,J. Martinez,
PRJ-2020-201,CO-002,2020-09-18,Code Compliance,Inspector required fire dampers,605500,Approved,RFI-010,"['PRJ-2020-201-SOV-09', 'PRJ-2020-201-SOV-05', 'PRJ-2020-201-SOV-07']",163,5,J. Martinez,Owner Rep
PRJ-2020-201,CO-009,2020-11-06,Acceleration,Premium time to maintain schedule,894200,Approved,RFI-025,['PRJ-2020-201-SOV-11'],12,0,J. Martinez,
PRJ-2020-201,CO-005,2020-12-08,Value Engineering,Substitution approved: copper piping to steel piping,-258000,Approved,RFI-023,"['PRJ-2020-201-SOV-04', 'PRJ-2020-201-SOV-14', 'PRJ-2020-201-SOV-08']",-65,0,J. Martinez,Owner Rep
PRJ-2020-201,CO-006,2021-01-30,Design Error,Drawings showed incorrect duct size - field correction required,541400,Approved,,"['PRJ-2020-201-SOV-06', 'PRJ-2020-201-SOV-11']",39,7,J. Martinez,Project Manager
PRJ-2020-201,CO-007,2021-02-07,Coordination,Rerouting required due to structural conflict,1002800,Approved,RFI-020,['PRJ-2020-201-SOV-08'],140,14,K. Thompson,
PRJ-2020-201,CO-010,2021-04-26,Owner Request,Added chilled water piping per owner directive,538700,Approved,,"['PRJ-2020-201-SOV-07', 'PRJ-2020-201-SOV-15']",116,0,K. Thompson,Project Manager
PRJ-2020-202,CO-002,2020-04-09,Design Error,Drawings showed incorrect duct size - field correction required,247900,Approved,RFI-004,"['PRJ-2020-202-SOV-07', 'PRJ-2020-202-SOV-10', 'PRJ-2020-202-SOV-05']",23,7,K. Thompson,Project Manager
PRJ-2020-202,CO-007,2020-04-28,Scope Gap,Work not clearly defined in bid documents,353600,Approved,RFI-016,['PRJ-2020-202-SOV-09'],180,0,K. Thompson,
PRJ-2020-202,CO-010,2020-06-29,Design Error,Drawings showed incorrect duct size - field correction required,584500,Rejected,RFI-028,"['PRJ-2020-202-SOV-09', 'PRJ-2020-202-SOV-10']",85,0,J. Martinez,Owner Rep
PRJ-2020-202,CO-012,2020-10-13,Value Engineering,Substitution approved: Trane chiller to steel piping,-207800,Approved,RFI-023,"['PRJ-2020-202-SOV-13', 'PRJ-2020-202-SOV-02']",-88,0,J. Martinez,Owner Rep
PRJ-2020-202,CO-020,2021-01-08,Owner Request,Added controls points per owner directive,872800,Approved,RFI-012,"['PRJ-2020-202-SOV-12', 'PRJ-2020-202-SOV-04', 'PRJ-2020-202-SOV-05']",148,0,J. Martinez,Owner Rep
PRJ-2020-202,CO-008,2021-02-08,Scope Gap,Work not clearly defined in bid documents,1047800,Approved,,"['PRJ-2020-202-SOV-12', 'PRJ-2020-202-SOV-02', 'PRJ-2020-202-SOV-14']",43,14,R. Williams,Project Manager
PRJ-2020-202,CO-016,2021-02-10,Acceleration,Premium time to maintain schedule,452500,Approved,,"['PRJ-2020-202-SOV-01', 'PRJ-2020-202-SOV-08', 'PRJ-2020-202-SOV-13']",73,2,K. Thompson,Owner Rep
PRJ-2020-202,CO-006,2021-02-16,Code Compliance,Inspector required access panels,188200,Approved,,"['PRJ-2020-202-SOV-02', 'PRJ-2020-202-SOV-08']",173,2,J. Martinez,Owner Rep
PRJ-2020-202,CO-001,2021-02-18,Owner Request,Added chilled water piping per owner directive,356700,Approved,RFI-025,['PRJ-2020-202-SOV-01'],177,0,R. Williams,
PRJ-2020-202,CO-005,2021-03-15,Code Compliance,Inspector required additional smoke detectors,540300,Rejected,RFI-011,"['PRJ-2020-202-SOV-04', 'PRJ-2020-202-SOV-14', 'PRJ-2020-202-SOV-15']",99,2,J. Martinez,Owner Rep
PRJ-2020-202,CO-003,2021-03-30,Value Engineering,Substitution approved: Trane chiller to York chiller,-121800,Rejected,,"['PRJ-2020-202-SOV-02', 'PRJ-2020-202-SOV-14', 'PRJ-2020-202-SOV-15']",-35,0,J. Martinez,Owner Rep
PRJ-2020-202,CO-017,2021-04-18,Scope Gap,Work not clearly defined in bid documents,391900,Approved,,"['PRJ-2020-202-SOV-04', 'PRJ-2020-202-SOV-07', 'PRJ-2020-202-SOV-01']",152,0,K. Thompson,
PRJ-2020-202,CO-015,2021-06-06,Acceleration,Premium time to maintain schedule,629900,Approved,,"['PRJ-2020-202-SOV-03', 'PRJ-2020-202-SOV-01']",17,5,R. Williams,Owner Rep
PRJ-2020-202,CO-014,2021-10-03,Scope Gap,Work not clearly defined in bid documents,832800,Approved,,"['PRJ-2020-202-SOV-06', 'PRJ-2020-202-SOV-10', 'PRJ-2020-202-SOV-07']",78,0,R. Williams,Owner Rep
PRJ-2020-202,CO-013,2021-10-19,Owner Request,Added chilled water piping per owner directive,806500,Approved,,"['PRJ-2020-202-SOV-10', 'PRJ-2020-202-SOV-07']",62,0,J. Martinez,Owner Rep
PRJ-2020-202,CO-011,2021-12-27,Value Engineering,Substitution approved: copper piping to Daikin RTU,-209600,Approved,RFI-021,"['PRJ-2020-202-SOV-01', 'PRJ-2020-202-SOV-13', 'PRJ-2020-202-SOV-04']",-36,0,R. Williams,Owner Rep
PRJ-2020-202,CO-009,2022-01-05,Scope Gap,Work not clearly defined in bid documents,241300,Approved,RFI-012,"['PRJ-2020-202-SOV-10', 'PRJ-2020-202-SOV-12']",126,0,J. Martinez,Project Manager
PRJ-2020-202,CO-004,2022-02-24,Design Error,Drawings showed incorrect equipment clearance - field correction required,183800,Approved,,['PRJ-2020-202-SOV-04'],94,0,J. Martinez,
PRJ-2020-202,CO-018,2022-03-15,Code Compliance,Inspector required access panels,303900,Approved,,"['PRJ-2020-202-SOV-09', 'PRJ-2020-202-SOV-07']",8,0,J. Martinez,
PRJ-2020-202,CO-019,2022-03-22,Design Error,Drawings showed incorrect pipe elevation - field correction required,643700,Rejected,RFI-013,"['PRJ-2020-202-SOV-14', 'PRJ-2020-202-SOV-05']",157,0,J. Martinez,
PRJ-2020-203,CO-006,2020-03-02,Scope Gap,Work not clearly defined in bid documents,89400,Approved,RFI-005,['PRJ-2020-203-SOV-15'],90,14,K. Thompson,
PRJ-2020-203,CO-011,2020-04-22,Code Compliance,Inspector required fire dampers,12600,Approved,RFI-014,['PRJ-2020-203-SOV-05'],158,14,R. Williams,Project Manager
PRJ-2020-203,CO-007,2020-07-08,Design Error,Drawings showed incorrect duct size - field correction required,35100,Approved,,"['PRJ-2020-203-SOV-13', 'PRJ-2020-203-SOV-07', 'PRJ-2020-203-SOV-03']",33,7,K. Thompson,
PRJ-2020-203,CO-008,2020-09-18,Code Compliance,Inspector required additional smoke detectors,58600,Approved,RFI-005,['PRJ-2020-203-SOV-05'],175,0,J. Martinez,
PRJ-2020-203,CO-015,2020-10-11,Acceleration,Premium time to maintain schedule,49800,Approved,,"['PRJ-2020-203-SOV-11', 'PRJ-2020-203-SOV-04']",148,7,R. Williams,Project Manager
PRJ-2020-203,CO-005,2020-11-29,Design Error,Drawings showed incorrect duct size - field correction required,12100,Approved,RFI-006,"['PRJ-2020-203-SOV-14', 'PRJ-2020-203-SOV-05']",150,14,R. Williams,Owner Rep
PRJ-2020-203,CO-016,2021-02-03,Coordination,Rerouting required due to electrical conflict,88900,Rejected,RFI-022,"['PRJ-2020-203-SOV-11', 'PRJ-2020-203-SOV-04']",53,0,J. Martinez,Project Manager
